id,run_id,pipeline_name,batch_id,log_date,log_hour,error_request_count,total_request_count,error_rate,distinct_error_hosts
267304,16,hive,1,1995-08-27,2,0,42,0.00,0
267305,16,hive,1,1995-08-27,3,1,46,2.17,1
267306,16,hive,1,1995-08-27,4,0,14,0.00,0
267307,16,hive,1,1995-08-27,5,0,23,0.00,0
267308,16,hive,1,1995-08-27,6,0,25,0.00,0
267309,16,hive,1,1995-08-27,7,0,49,0.00,0
267310,16,hive,1,1995-08-27,8,0,12,0.00,0
267311,16,hive,1,1995-08-27,9,0,40,0.00,0
267312,16,hive,1,1995-08-27,10,0,39,0.00,0
267313,16,hive,1,1995-08-27,11,0,67,0.00,0
267314,16,hive,1,1995-08-27,12,0,126,0.00,0
267315,16,hive,1,1995-08-27,13,0,63,0.00,0
267316,16,hive,1,1995-08-27,14,0,66,0.00,0
267317,16,hive,1,1995-08-27,15,0,68,0.00,0
267318,16,hive,1,1995-08-27,16,0,56,0.00,0
267319,16,hive,1,1995-08-27,17,0,44,0.00,0
267320,16,hive,1,1995-08-27,18,0,41,0.00,0
267321,16,hive,1,1995-08-27,19,0,44,0.00,0
267322,16,hive,1,1995-08-27,20,0,87,0.00,0
267323,16,hive,1,1995-08-27,21,0,130,0.00,0
267324,16,hive,1,1995-08-27,22,0,43,0.00,0
267325,16,hive,1,1995-08-27,23,0,43,0.00,0
267326,16,hive,1,1995-08-28,0,0,15,0.00,0
267327,16,hive,1,1995-08-28,1,0,18,0.00,0
267328,16,hive,1,1995-08-28,2,0,29,0.00,0
267329,16,hive,1,1995-08-28,3,6,201,2.99,1
267330,16,hive,1,1995-08-28,4,0,163,0.00,0
267331,16,hive,1,1995-08-28,5,0,117,0.00,0
267332,16,hive,1,1995-08-28,6,0,135,0.00,0
267333,16,hive,1,1995-08-28,7,0,342,0.00,0
267334,16,hive,1,1995-08-28,8,0,567,0.00,0
267335,16,hive,1,1995-08-28,9,2,581,0.34,1
267336,16,hive,1,1995-08-28,10,9,644,1.40,4
267337,16,hive,1,1995-08-28,11,2,773,0.26,2
267338,16,hive,1,1995-08-28,12,5,910,0.55,4
267339,16,hive,1,1995-08-28,13,0,948,0.00,0
267340,16,hive,1,1995-08-28,14,1,705,0.14,1
267341,16,hive,1,1995-08-28,15,3,959,0.31,2
267342,16,hive,1,1995-08-28,16,1,821,0.12,1
267343,16,hive,1,1995-08-28,17,21,518,4.05,1
267344,16,hive,1,1995-08-28,18,2,214,0.93,2
267345,16,hive,1,1995-08-28,19,0,142,0.00,0
267346,16,hive,1,1995-08-28,20,0,144,0.00,0
267347,16,hive,1,1995-08-28,21,0,58,0.00,0
267348,16,hive,1,1995-08-28,22,0,86,0.00,0
267349,16,hive,1,1995-08-28,23,2,273,0.73,1
267350,16,hive,1,1995-08-29,0,1,44,2.27,1
267351,16,hive,1,1995-08-29,1,0,44,0.00,0
267352,16,hive,1,1995-08-29,2,0,58,0.00,0
267353,16,hive,1,1995-08-29,3,0,35,0.00,0
267354,16,hive,1,1995-08-29,4,1,100,1.00,1
267355,16,hive,1,1995-08-29,5,1,157,0.64,1
267356,16,hive,1,1995-08-29,6,0,176,0.00,0
267357,16,hive,1,1995-08-29,7,1,412,0.24,1
267358,16,hive,1,1995-08-29,8,6,538,1.12,3
267359,16,hive,1,1995-08-29,9,4,699,0.57,1
267360,16,hive,1,1995-08-29,10,5,1201,0.42,4
267361,16,hive,1,1995-08-29,11,3,1050,0.29,3
267362,16,hive,1,1995-08-29,12,10,1089,0.92,4
267363,16,hive,1,1995-08-29,13,4,1004,0.40,2
267364,16,hive,1,1995-08-29,14,2,868,0.23,2
267365,16,hive,1,1995-08-29,15,2,1193,0.17,2
267366,16,hive,1,1995-08-29,16,3,763,0.39,2
267367,16,hive,1,1995-08-29,17,1,495,0.20,1
267368,16,hive,1,1995-08-29,18,0,282,0.00,0
267369,16,hive,1,1995-08-29,19,0,194,0.00,0
267370,16,hive,1,1995-08-29,20,1,202,0.50,1
267371,16,hive,1,1995-08-29,21,0,152,0.00,0
267372,16,hive,1,1995-08-29,22,0,106,0.00,0
267373,16,hive,1,1995-08-29,23,1,209,0.48,1
267374,16,hive,1,1995-08-30,0,0,54,0.00,0
267375,16,hive,1,1995-08-30,1,0,68,0.00,0
267376,16,hive,1,1995-08-30,2,1,83,1.20,1
267377,16,hive,1,1995-08-30,3,0,62,0.00,0
267378,16,hive,1,1995-08-30,4,1,201,0.50,1
267379,16,hive,1,1995-08-30,5,0,119,0.00,0
267380,16,hive,1,1995-08-30,6,0,140,0.00,0
267381,16,hive,1,1995-08-30,7,3,476,0.63,2
267278,16,hive,1,1995-08-26,0,0,30,0.00,0
267279,16,hive,1,1995-08-26,1,0,78,0.00,0
267280,16,hive,1,1995-08-26,2,0,17,0.00,0
267281,16,hive,1,1995-08-26,3,0,39,0.00,0
267282,16,hive,1,1995-08-26,4,0,31,0.00,0
267283,16,hive,1,1995-08-26,5,0,5,0.00,0
267284,16,hive,1,1995-08-26,6,0,37,0.00,0
267285,16,hive,1,1995-08-26,7,0,69,0.00,0
267286,16,hive,1,1995-08-26,8,0,47,0.00,0
267287,16,hive,1,1995-08-26,9,0,56,0.00,0
267288,16,hive,1,1995-08-26,10,7,57,12.28,1
267289,16,hive,1,1995-08-26,11,0,72,0.00,0
267290,16,hive,1,1995-08-26,12,0,123,0.00,0
267291,16,hive,1,1995-08-26,13,0,110,0.00,0
267292,16,hive,1,1995-08-26,14,0,167,0.00,0
267293,16,hive,1,1995-08-26,15,5,147,3.40,2
267294,16,hive,1,1995-08-26,16,3,71,4.23,2
267295,16,hive,1,1995-08-26,17,0,35,0.00,0
267296,16,hive,1,1995-08-26,18,0,33,0.00,0
267297,16,hive,1,1995-08-26,19,2,83,2.41,2
267298,16,hive,1,1995-08-26,20,0,28,0.00,0
267299,16,hive,1,1995-08-26,21,0,129,0.00,0
267300,16,hive,1,1995-08-26,22,3,149,2.01,3
266265,16,hive,1,1995-07-09,11,0,80,0.00,0
266266,16,hive,1,1995-07-09,12,1,184,0.54,1
266267,16,hive,1,1995-07-09,13,0,38,0.00,0
266268,16,hive,1,1995-07-09,14,0,148,0.00,0
266269,16,hive,1,1995-07-09,15,0,54,0.00,0
266270,16,hive,1,1995-07-09,16,0,127,0.00,0
267382,16,hive,1,1995-08-30,8,3,668,0.45,1
267383,16,hive,1,1995-08-30,9,3,780,0.38,3
267384,16,hive,1,1995-08-30,10,0,1058,0.00,0
267385,16,hive,1,1995-08-30,11,2,1039,0.19,2
267386,16,hive,1,1995-08-30,12,1,863,0.12,1
267387,16,hive,1,1995-08-30,13,2,1096,0.18,2
267388,16,hive,1,1995-08-30,14,4,1129,0.35,3
267389,16,hive,1,1995-08-30,15,7,1136,0.62,4
267390,16,hive,1,1995-08-30,16,3,1114,0.27,2
267391,16,hive,1,1995-08-30,17,7,816,0.86,3
267392,16,hive,1,1995-08-30,18,0,312,0.00,0
267393,16,hive,1,1995-08-30,19,1,237,0.42,1
267394,16,hive,1,1995-08-30,20,3,280,1.07,1
267395,16,hive,1,1995-08-30,21,0,122,0.00,0
267396,16,hive,1,1995-08-30,22,0,169,0.00,0
267397,16,hive,1,1995-08-30,23,0,97,0.00,0
267398,16,hive,1,1995-08-31,0,0,193,0.00,0
267399,16,hive,1,1995-08-31,1,0,185,0.00,0
267400,16,hive,1,1995-08-31,2,0,90,0.00,0
267401,16,hive,1,1995-08-31,3,0,12,0.00,0
267402,16,hive,1,1995-08-31,4,1,328,0.30,1
267403,16,hive,1,1995-08-31,5,0,184,0.00,0
267404,16,hive,1,1995-08-31,6,2,357,0.56,2
267405,16,hive,1,1995-08-31,7,3,758,0.40,3
267406,16,hive,1,1995-08-31,8,1,857,0.12,1
267407,16,hive,1,1995-08-31,9,4,1140,0.35,2
267408,16,hive,1,1995-08-31,10,3,933,0.32,2
267409,16,hive,1,1995-08-31,11,3,1163,0.26,3
266271,16,hive,1,1995-07-09,17,1,62,1.61,1
266272,16,hive,1,1995-07-09,18,0,95,0.00,0
266273,16,hive,1,1995-07-09,19,0,68,0.00,0
266264,16,hive,1,1995-07-09,10,0,122,0.00,0
266274,16,hive,1,1995-07-09,20,2,119,1.68,1
266275,16,hive,1,1995-07-09,21,0,121,0.00,0
266276,16,hive,1,1995-07-09,22,0,36,0.00,0
266277,16,hive,1,1995-07-09,23,0,41,0.00,0
266278,16,hive,1,1995-07-10,0,0,103,0.00,0
266279,16,hive,1,1995-07-10,1,1,124,0.81,1
266280,16,hive,1,1995-07-10,2,1,90,1.11,1
266281,16,hive,1,1995-07-10,3,0,99,0.00,0
266282,16,hive,1,1995-07-10,4,0,38,0.00,0
266283,16,hive,1,1995-07-10,5,0,22,0.00,0
266284,16,hive,1,1995-07-10,6,0,98,0.00,0
267410,16,hive,1,1995-08-31,12,1,1114,0.09,1
267411,16,hive,1,1995-08-31,13,18,1085,1.66,2
267412,16,hive,1,1995-08-31,14,14,1070,1.31,5
267413,16,hive,1,1995-08-31,15,13,1152,1.13,3
267414,16,hive,1,1995-08-31,16,1,653,0.15,1
267415,16,hive,1,1995-08-31,17,4,524,0.76,3
267416,16,hive,1,1995-08-31,18,0,453,0.00,0
267417,16,hive,1,1995-08-31,19,2,249,0.80,1
267418,16,hive,1,1995-08-31,20,1,139,0.72,1
267419,16,hive,1,1995-08-31,21,0,123,0.00,0
267420,16,hive,1,1995-08-31,22,0,124,0.00,0
267421,16,hive,1,1995-08-31,23,0,96,0.00,0
266285,16,hive,1,1995-07-10,7,0,210,0.00,0
266286,16,hive,1,1995-07-10,8,6,618,0.97,2
266287,16,hive,1,1995-07-10,9,8,773,1.03,4
266288,16,hive,1,1995-07-10,10,1,858,0.12,1
266289,16,hive,1,1995-07-10,11,5,1231,0.41,4
266290,16,hive,1,1995-07-10,12,9,1040,0.87,5
266263,16,hive,1,1995-07-09,9,0,92,0.00,0
266262,16,hive,1,1995-07-09,8,0,84,0.00,0
266261,16,hive,1,1995-07-09,7,0,15,0.00,0
266260,16,hive,1,1995-07-09,5,0,2,0.00,0
266259,16,hive,1,1995-07-09,4,1,10,10.00,1
266258,16,hive,1,1995-07-09,3,0,30,0.00,0
266257,16,hive,1,1995-07-09,2,0,14,0.00,0
266256,16,hive,1,1995-07-09,0,0,16,0.00,0
266255,16,hive,1,1995-07-08,23,0,6,0.00,0
266254,16,hive,1,1995-07-08,22,0,43,0.00,0
266253,16,hive,1,1995-07-08,21,0,17,0.00,0
266252,16,hive,1,1995-07-08,20,0,41,0.00,0
266251,16,hive,1,1995-07-08,19,0,37,0.00,0
266250,16,hive,1,1995-07-08,18,0,39,0.00,0
266249,16,hive,1,1995-07-08,17,7,137,5.11,2
266248,16,hive,1,1995-07-08,16,0,116,0.00,0
266085,16,hive,1,1995-07-01,20,0,56,0.00,0
266084,16,hive,1,1995-07-01,19,0,166,0.00,0
266083,16,hive,1,1995-07-01,18,0,56,0.00,0
266082,16,hive,1,1995-07-01,17,0,42,0.00,0
266081,16,hive,1,1995-07-01,16,0,199,0.00,0
266080,16,hive,1,1995-07-01,15,0,87,0.00,0
266079,16,hive,1,1995-07-01,14,0,139,0.00,0
266078,16,hive,1,1995-07-01,13,1,189,0.53,1
266077,16,hive,1,1995-07-01,12,0,94,0.00,0
266076,16,hive,1,1995-07-01,11,1,154,0.65,1
266075,16,hive,1,1995-07-01,10,0,221,0.00,0
266074,16,hive,1,1995-07-01,9,0,133,0.00,0
266073,16,hive,1,1995-07-01,8,0,121,0.00,0
266072,16,hive,1,1995-07-01,7,2,74,2.70,1
266071,16,hive,1,1995-07-01,6,0,94,0.00,0
266070,16,hive,1,1995-07-01,5,0,108,0.00,0
266069,16,hive,1,1995-07-01,4,0,57,0.00,0
266068,16,hive,1,1995-07-01,3,0,11,0.00,0
266067,16,hive,1,1995-07-01,2,0,58,0.00,0
266066,16,hive,1,1995-07-01,1,0,84,0.00,0
266167,16,hive,1,1995-07-05,6,1,240,0.42,1
266291,16,hive,1,1995-07-10,13,1,897,0.11,1
266292,16,hive,1,1995-07-10,14,3,961,0.31,2
266168,16,hive,1,1995-07-05,7,0,552,0.00,0
266169,16,hive,1,1995-07-05,8,2,726,0.28,2
266293,16,hive,1,1995-07-10,15,21,1418,1.48,3
266170,16,hive,1,1995-07-05,9,5,850,0.59,3
266171,16,hive,1,1995-07-05,10,6,1111,0.54,4
266172,16,hive,1,1995-07-05,11,1,1482,0.07,1
266173,16,hive,1,1995-07-05,12,6,1363,0.44,4
266174,16,hive,1,1995-07-05,13,2,1179,0.17,2
266175,16,hive,1,1995-07-05,14,11,1664,0.66,3
266176,16,hive,1,1995-07-05,15,2,1462,0.14,2
266177,16,hive,1,1995-07-05,16,9,1231,0.73,5
266178,16,hive,1,1995-07-05,17,0,561,0.00,0
266086,16,hive,1,1995-07-01,21,0,96,0.00,0
266087,16,hive,1,1995-07-01,22,0,101,0.00,0
266088,16,hive,1,1995-07-01,23,0,59,0.00,0
266089,16,hive,1,1995-07-02,0,0,56,0.00,0
266090,16,hive,1,1995-07-02,1,0,82,0.00,0
266091,16,hive,1,1995-07-02,2,0,95,0.00,0
266092,16,hive,1,1995-07-02,3,0,56,0.00,0
266093,16,hive,1,1995-07-02,4,0,55,0.00,0
266094,16,hive,1,1995-07-02,5,0,13,0.00,0
266095,16,hive,1,1995-07-02,6,0,33,0.00,0
266179,16,hive,1,1995-07-05,18,3,302,0.99,1
266180,16,hive,1,1995-07-05,19,6,449,1.34,3
266181,16,hive,1,1995-07-05,20,2,312,0.64,1
266182,16,hive,1,1995-07-05,21,0,257,0.00,0
266183,16,hive,1,1995-07-05,22,3,233,1.29,2
266184,16,hive,1,1995-07-05,23,0,123,0.00,0
266185,16,hive,1,1995-07-06,0,1,151,0.66,1
266186,16,hive,1,1995-07-06,1,0,106,0.00,0
266187,16,hive,1,1995-07-06,2,0,134,0.00,0
267065,16,hive,1,1995-08-17,1,1,63,1.59,1
267138,16,hive,1,1995-08-20,3,0,20,0.00,0
267137,16,hive,1,1995-08-20,2,0,21,0.00,0
267136,16,hive,1,1995-08-20,1,0,12,0.00,0
267135,16,hive,1,1995-08-20,0,0,70,0.00,0
266188,16,hive,1,1995-07-06,3,0,141,0.00,0
266189,16,hive,1,1995-07-06,4,0,163,0.00,0
267134,16,hive,1,1995-08-19,23,0,33,0.00,0
267133,16,hive,1,1995-08-19,22,0,21,0.00,0
267132,16,hive,1,1995-08-19,21,0,29,0.00,0
267131,16,hive,1,1995-08-19,20,0,71,0.00,0
267130,16,hive,1,1995-08-19,19,0,48,0.00,0
267129,16,hive,1,1995-08-19,18,0,62,0.00,0
267128,16,hive,1,1995-08-19,17,0,82,0.00,0
267127,16,hive,1,1995-08-19,16,0,77,0.00,0
267126,16,hive,1,1995-08-19,15,1,36,2.78,1
267125,16,hive,1,1995-08-19,14,1,107,0.93,1
267124,16,hive,1,1995-08-19,13,1,88,1.14,1
267123,16,hive,1,1995-08-19,12,0,64,0.00,0
267122,16,hive,1,1995-08-19,11,3,178,1.69,1
267121,16,hive,1,1995-08-19,10,0,95,0.00,0
267120,16,hive,1,1995-08-19,9,0,51,0.00,0
266190,16,hive,1,1995-07-06,5,3,202,1.49,1
266191,16,hive,1,1995-07-06,6,2,229,0.87,1
266192,16,hive,1,1995-07-06,7,0,399,0.00,0
266193,16,hive,1,1995-07-06,8,3,641,0.47,2
266194,16,hive,1,1995-07-06,9,6,1024,0.59,4
266195,16,hive,1,1995-07-06,10,8,1354,0.59,4
266196,16,hive,1,1995-07-06,11,5,1242,0.40,4
266197,16,hive,1,1995-07-06,12,35,1405,2.49,6
266198,16,hive,1,1995-07-06,13,2,1242,0.16,2
266199,16,hive,1,1995-07-06,14,4,1450,0.28,3
266200,16,hive,1,1995-07-06,15,11,1239,0.89,6
266201,16,hive,1,1995-07-06,16,8,1349,0.59,3
266202,16,hive,1,1995-07-06,17,4,953,0.42,4
266096,16,hive,1,1995-07-02,7,1,115,0.87,1
266097,16,hive,1,1995-07-02,8,0,93,0.00,0
266098,16,hive,1,1995-07-02,9,0,73,0.00,0
266099,16,hive,1,1995-07-02,10,0,65,0.00,0
266100,16,hive,1,1995-07-02,11,1,76,1.32,1
266101,16,hive,1,1995-07-02,12,0,116,0.00,0
266102,16,hive,1,1995-07-02,13,1,128,0.78,1
266103,16,hive,1,1995-07-02,14,0,142,0.00,0
266104,16,hive,1,1995-07-02,15,0,32,0.00,0
266105,16,hive,1,1995-07-02,16,0,204,0.00,0
266106,16,hive,1,1995-07-02,17,0,126,0.00,0
266107,16,hive,1,1995-07-02,18,0,276,0.00,0
267119,16,hive,1,1995-08-19,8,0,4,0.00,0
267118,16,hive,1,1995-08-19,7,0,8,0.00,0
267117,16,hive,1,1995-08-19,6,0,67,0.00,0
267116,16,hive,1,1995-08-19,5,0,7,0.00,0
267115,16,hive,1,1995-08-19,4,0,30,0.00,0
267114,16,hive,1,1995-08-19,3,0,8,0.00,0
267113,16,hive,1,1995-08-19,2,0,15,0.00,0
267112,16,hive,1,1995-08-19,1,0,35,0.00,0
267111,16,hive,1,1995-08-18,23,0,32,0.00,0
267110,16,hive,1,1995-08-18,22,0,89,0.00,0
267109,16,hive,1,1995-08-18,21,0,73,0.00,0
267108,16,hive,1,1995-08-18,20,2,118,1.69,2
267107,16,hive,1,1995-08-18,19,4,195,2.05,2
267106,16,hive,1,1995-08-18,18,0,336,0.00,0
267105,16,hive,1,1995-08-18,17,2,467,0.43,2
267104,16,hive,1,1995-08-18,16,0,812,0.00,0
267103,16,hive,1,1995-08-18,15,7,1264,0.55,2
267102,16,hive,1,1995-08-18,14,0,1231,0.00,0
267101,16,hive,1,1995-08-18,13,4,756,0.53,4
267100,16,hive,1,1995-08-18,12,3,787,0.38,2
267099,16,hive,1,1995-08-18,11,0,610,0.00,0
267098,16,hive,1,1995-08-18,10,3,995,0.30,3
267097,16,hive,1,1995-08-18,9,0,816,0.00,0
267096,16,hive,1,1995-08-18,8,1,683,0.15,1
267095,16,hive,1,1995-08-18,7,2,315,0.63,2
267094,16,hive,1,1995-08-18,6,2,129,1.55,2
267093,16,hive,1,1995-08-18,5,1,91,1.10,1
267092,16,hive,1,1995-08-18,4,0,43,0.00,0
267091,16,hive,1,1995-08-18,3,0,66,0.00,0
267090,16,hive,1,1995-08-18,2,0,105,0.00,0
267089,16,hive,1,1995-08-18,1,1,68,1.47,1
267088,16,hive,1,1995-08-18,0,0,59,0.00,0
267087,16,hive,1,1995-08-17,23,0,49,0.00,0
267086,16,hive,1,1995-08-17,22,0,18,0.00,0
267085,16,hive,1,1995-08-17,21,1,234,0.43,1
267084,16,hive,1,1995-08-17,20,8,392,2.04,3
267083,16,hive,1,1995-08-17,19,1,417,0.24,1
267082,16,hive,1,1995-08-17,18,6,417,1.44,3
267081,16,hive,1,1995-08-17,17,1,417,0.24,1
267080,16,hive,1,1995-08-17,16,5,912,0.55,1
267079,16,hive,1,1995-08-17,15,0,1089,0.00,0
267078,16,hive,1,1995-08-17,14,2,1001,0.20,2
267077,16,hive,1,1995-08-17,13,1,883,0.11,1
267076,16,hive,1,1995-08-17,12,1,1046,0.10,1
267075,16,hive,1,1995-08-17,11,0,837,0.00,0
267074,16,hive,1,1995-08-17,10,1,996,0.10,1
267073,16,hive,1,1995-08-17,9,3,805,0.37,3
267072,16,hive,1,1995-08-17,8,0,540,0.00,0
267071,16,hive,1,1995-08-17,7,0,363,0.00,0
267070,16,hive,1,1995-08-17,6,0,134,0.00,0
267069,16,hive,1,1995-08-17,5,1,86,1.16,1
267068,16,hive,1,1995-08-17,4,1,99,1.01,1
267067,16,hive,1,1995-08-17,3,0,53,0.00,0
267066,16,hive,1,1995-08-17,2,0,53,0.00,0
268779,16,hive,2,1995-08-31,17,0,702,0.00,0
268780,16,hive,2,1995-08-31,18,0,396,0.00,0
268781,16,hive,2,1995-08-31,19,2,442,0.45,1
268782,16,hive,2,1995-08-31,20,1,506,0.20,1
268783,16,hive,2,1995-08-31,21,13,403,3.23,2
268784,16,hive,2,1995-08-31,22,2,300,0.67,1
268785,16,hive,2,1995-08-31,23,2,313,0.64,1
268688,16,hive,2,1995-08-27,22,6,160,3.75,2
267463,16,hive,2,1995-07-02,17,1,560,0.18,1
267464,16,hive,2,1995-07-02,18,2,615,0.33,2
267465,16,hive,2,1995-07-02,19,2,365,0.55,2
267466,16,hive,2,1995-07-02,20,3,346,0.87,2
267467,16,hive,2,1995-07-02,21,4,223,1.79,2
267468,16,hive,2,1995-07-02,22,7,337,2.08,2
267469,16,hive,2,1995-07-02,23,0,540,0.00,0
267470,16,hive,2,1995-07-03,0,1,352,0.28,1
267471,16,hive,2,1995-07-03,1,0,317,0.00,0
267472,16,hive,2,1995-07-03,2,0,273,0.00,0
267473,16,hive,2,1995-07-03,3,0,236,0.00,0
267474,16,hive,2,1995-07-03,4,1,157,0.64,1
267475,16,hive,2,1995-07-03,5,3,162,1.85,1
267476,16,hive,2,1995-07-03,6,0,159,0.00,0
267477,16,hive,2,1995-07-03,7,1,412,0.24,1
267478,16,hive,2,1995-07-03,8,6,618,0.97,5
267479,16,hive,2,1995-07-03,9,4,799,0.50,4
267480,16,hive,2,1995-07-03,10,1,557,0.18,1
267481,16,hive,2,1995-07-03,11,3,678,0.44,3
267482,16,hive,2,1995-07-03,12,0,646,0.00,0
267422,16,hive,2,1995-07-01,0,4,410,0.98,2
267423,16,hive,2,1995-07-01,1,0,348,0.00,0
267424,16,hive,2,1995-07-01,2,0,159,0.00,0
267425,16,hive,2,1995-07-01,3,13,307,4.23,2
267426,16,hive,2,1995-07-01,4,2,248,0.81,2
267427,16,hive,2,1995-07-01,5,4,169,2.37,1
267428,16,hive,2,1995-07-01,6,1,258,0.39,1
267429,16,hive,2,1995-07-01,7,0,191,0.00,0
267430,16,hive,2,1995-07-01,8,2,244,0.82,1
267431,16,hive,2,1995-07-01,9,0,282,0.00,0
267432,16,hive,2,1995-07-01,10,1,403,0.25,1
267433,16,hive,2,1995-07-01,11,6,414,1.45,2
267434,16,hive,2,1995-07-01,12,0,304,0.00,0
267435,16,hive,2,1995-07-01,13,7,596,1.17,5
267483,16,hive,2,1995-07-03,13,1,822,0.12,1
267484,16,hive,2,1995-07-03,14,15,806,1.86,6
267485,16,hive,2,1995-07-03,15,0,595,0.00,0
267486,16,hive,2,1995-07-03,16,0,703,0.00,0
267487,16,hive,2,1995-07-03,17,2,644,0.31,1
267488,16,hive,2,1995-07-03,18,0,502,0.00,0
267489,16,hive,2,1995-07-03,19,1,484,0.21,1
267490,16,hive,2,1995-07-03,20,0,526,0.00,0
267491,16,hive,2,1995-07-03,21,0,447,0.00,0
267492,16,hive,2,1995-07-03,22,2,334,0.60,1
267493,16,hive,2,1995-07-03,23,0,421,0.00,0
267494,16,hive,2,1995-07-04,0,2,350,0.57,1
267495,16,hive,2,1995-07-04,1,0,265,0.00,0
267496,16,hive,2,1995-07-04,2,0,274,0.00,0
267497,16,hive,2,1995-07-04,3,0,293,0.00,0
267498,16,hive,2,1995-07-04,4,0,153,0.00,0
267499,16,hive,2,1995-07-04,5,2,249,0.80,2
267500,16,hive,2,1995-07-04,6,1,233,0.43,1
267501,16,hive,2,1995-07-04,7,0,362,0.00,0
267502,16,hive,2,1995-07-04,8,0,355,0.00,0
267503,16,hive,2,1995-07-04,9,1,275,0.36,1
267504,16,hive,2,1995-07-04,10,9,441,2.04,4
267505,16,hive,2,1995-07-04,11,9,475,1.89,2
267506,16,hive,2,1995-07-04,12,0,436,0.00,0
267507,16,hive,2,1995-07-04,13,5,578,0.87,3
267508,16,hive,2,1995-07-04,14,0,455,0.00,0
267509,16,hive,2,1995-07-04,15,2,522,0.38,2
267510,16,hive,2,1995-07-04,16,8,466,1.72,3
267511,16,hive,2,1995-07-04,17,3,607,0.49,2
267512,16,hive,2,1995-07-04,18,1,388,0.26,1
267436,16,hive,2,1995-07-01,14,2,457,0.44,2
267437,16,hive,2,1995-07-01,15,1,541,0.18,1
267438,16,hive,2,1995-07-01,16,1,304,0.33,1
267439,16,hive,2,1995-07-01,17,0,629,0.00,0
267440,16,hive,2,1995-07-01,18,4,362,1.10,2
267441,16,hive,2,1995-07-01,19,0,430,0.00,0
267442,16,hive,2,1995-07-01,20,0,417,0.00,0
267443,16,hive,2,1995-07-01,21,1,302,0.33,1
267444,16,hive,2,1995-07-01,22,1,333,0.30,1
267445,16,hive,2,1995-07-01,23,0,272,0.00,0
267446,16,hive,2,1995-07-02,0,4,228,1.75,2
267447,16,hive,2,1995-07-02,1,3,258,1.16,3
267448,16,hive,2,1995-07-02,2,0,245,0.00,0
267449,16,hive,2,1995-07-02,3,2,238,0.84,1
267450,16,hive,2,1995-07-02,4,0,288,0.00,0
267451,16,hive,2,1995-07-02,5,0,291,0.00,0
267452,16,hive,2,1995-07-02,6,0,249,0.00,0
267453,16,hive,2,1995-07-02,7,1,231,0.43,1
267454,16,hive,2,1995-07-02,8,0,190,0.00,0
267455,16,hive,2,1995-07-02,9,4,311,1.29,3
267456,16,hive,2,1995-07-02,10,2,268,0.75,2
267457,16,hive,2,1995-07-02,11,4,287,1.39,2
267458,16,hive,2,1995-07-02,12,4,389,1.03,2
267459,16,hive,2,1995-07-02,13,5,543,0.92,1
267460,16,hive,2,1995-07-02,14,1,348,0.29,1
267461,16,hive,2,1995-07-02,15,2,304,0.66,2
267462,16,hive,2,1995-07-02,16,7,302,2.32,3
267544,16,hive,2,1995-07-06,2,0,197,0.00,0
267545,16,hive,2,1995-07-06,3,0,176,0.00,0
267546,16,hive,2,1995-07-06,4,4,210,1.90,1
267547,16,hive,2,1995-07-06,5,0,122,0.00,0
267548,16,hive,2,1995-07-06,6,2,260,0.77,1
267549,16,hive,2,1995-07-06,7,1,395,0.25,1
267550,16,hive,2,1995-07-06,8,2,731,0.27,2
267513,16,hive,2,1995-07-04,19,0,454,0.00,0
267514,16,hive,2,1995-07-04,20,4,317,1.26,2
267515,16,hive,2,1995-07-04,21,2,340,0.59,2
267516,16,hive,2,1995-07-04,22,1,377,0.27,1
267517,16,hive,2,1995-07-04,23,9,519,1.73,2
267518,16,hive,2,1995-07-05,0,3,313,0.96,1
267519,16,hive,2,1995-07-05,1,1,301,0.33,1
267520,16,hive,2,1995-07-05,2,2,272,0.74,1
267521,16,hive,2,1995-07-05,3,0,133,0.00,0
267522,16,hive,2,1995-07-05,4,0,227,0.00,0
267523,16,hive,2,1995-07-05,5,0,258,0.00,0
267524,16,hive,2,1995-07-05,6,1,247,0.40,1
267551,16,hive,2,1995-07-06,9,2,746,0.27,2
267552,16,hive,2,1995-07-06,10,4,652,0.61,4
267553,16,hive,2,1995-07-06,11,4,721,0.55,2
267554,16,hive,2,1995-07-06,12,3,810,0.37,3
267555,16,hive,2,1995-07-06,13,6,1105,0.54,5
267556,16,hive,2,1995-07-06,14,2,895,0.22,2
267557,16,hive,2,1995-07-06,15,10,1107,0.90,5
267558,16,hive,2,1995-07-06,16,4,929,0.43,3
267559,16,hive,2,1995-07-06,17,10,832,1.20,4
267560,16,hive,2,1995-07-06,18,13,818,1.59,8
267561,16,hive,2,1995-07-06,19,1,761,0.13,1
267562,16,hive,2,1995-07-06,20,4,743,0.54,4
267563,16,hive,2,1995-07-06,21,1,340,0.29,1
267564,16,hive,2,1995-07-06,22,6,562,1.07,3
267565,16,hive,2,1995-07-06,23,3,481,0.62,2
267566,16,hive,2,1995-07-07,0,0,387,0.00,0
267567,16,hive,2,1995-07-07,1,13,485,2.68,1
267568,16,hive,2,1995-07-07,2,1,354,0.28,1
267569,16,hive,2,1995-07-07,3,1,218,0.46,1
267570,16,hive,2,1995-07-07,4,0,203,0.00,0
267571,16,hive,2,1995-07-07,5,1,157,0.64,1
267572,16,hive,2,1995-07-07,6,0,158,0.00,0
